popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,category,time_signature,duration_ms
62,0.587,0.566,9,-9.932,1,0.0276,0.47,0.0,0.0644,0.529,76.054,indie,4,461947
45,0.521,0.935,10,-4.261,1,0.0425,0.0361,1.56e-06,0.277,0.332,111.023,indie,4,276027
42,0.553,0.74,9,-5.54,1,0.0363,0.0987,0.0,0.134,0.656,115.957,indie,4,194313
26,0.649,0.712,8,-6.153,1,0.0416,0.0013,0.672,0.107,0.285,123.009,indie,4,366045
29,0.532,0.542,0,-7.565,1,0.0256,0.0204,0.657,0.253,0.674,81.985,indie,4,284200
62,0.802,0.371,6,-9.087,0,0.131,0.571,3.82e-06,0.108,0.263,113.951,indie,4,219933
51,0.516,0.796,9,-6.629,0,0.0286,0.0147,7.83e-06,0.0824,0.0881,103.71,indie,4,271107
32,0.591,0.758,8,-2.522,1,0.0317,0.0254,0.0494,0.371,0.543,97.03,indie,4,197938
59,0.677,0.826,9,-6.8,1,0.368,0.395,0.0,0.571,0.498,124.821,indie,4,183880
60,0.759,0.636,4,-6.387,1,0.0473,0.0386,0.000117,0.643,0.921,120.019,indie,4,179852
57,0.4,0.628,4,-6.801,1,0.034,0.169,0.00126,0.129,0.399,155.757,indie,3,174773
56,0.77,0.64,4,-6.008,1,0.0416,0.0706,0.00374,0.325,0.738,90.7,indie,4,205396
48,0.535,0.858,10,-11.109,1,0.0453,0.101,2.18e-06,0.141,0.926,95.792,indie,4,142093
42,0.548,0.543,11,-7.309,1,0.0315,0.234,7.64e-06,0.107,0.584,80.979,indie,4,134780
63,0.523,0.803,4,-5.189,0,0.045,0.579,0.0,0.0948,0.898,132.316,indie,4,145293
32,0.27,0.856,9,-10.371,1,0.267,0.0136,0.0633,0.0565,0.156,94.787,indie,5,296149
67,0.738,0.533,7,-7.617,1,0.0492,0.183,0.000252,0.115,0.262,132.008,indie,4,207265
48,0.64,0.902,8,-3.822,1,0.0437,0.0198,0.00094,0.105,0.847,87.033,indie,4,169267
33,0.0741,0.0351,2,-20.053,1,0.041,0.975,0.952,0.0701,0.0337,77.923,indie,4,296000
42,0.833,0.397,11,-7.373,0,0.213,0.356,0.0581,0.0889,0.491,118.028,indie,4,203380
31,0.588,0.856,10,-11.107,0,0.287,0.0323,7.21e-06,0.415,0.241,107.005,indie,4,161495
52,0.879,0.521,5,-5.115,0,0.0579,0.06,0.0263,0.181,0.775,111.0,indie,4,285420
20,0.496,0.805,2,-15.32,1,0.0412,0.00136,0.766,0.75,0.766,158.087,indie,4,170886
67,0.478,0.923,10,-7.547,1,0.0569,2.7e-05,0.719,0.325,0.165,133.134,indie,4,213800
82,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,indie,4,203347
27,0.365,0.305,8,-10.089,0,0.0276,0.11,0.937,0.11,0.0958,82.858,indie,3,276027
44,0.391,0.651,6,-11.523,1,0.0266,0.000512,0.841,0.0954,0.402,92.124,indie,4,218000
50,0.721,0.782,2,-9.723,0,0.0529,0.716,0.0,0.204,0.844,129.975,indie,4,354627
57,0.324,0.772,1,-6.95,1,0.0371,0.000609,0.173,0.12,0.291,135.737,indie,4,343627
4,0.36,0.83,11,-5.207,0,0.0495,0.00071,0.0,0.0938,0.27,78.16,indie,4,252845
35,0.587,0.573,4,-8.073,1,0.0383,0.0208,0.315,0.199,0.686,137.315,indie,4,129120
58,0.55,0.796,6,-5.39,1,0.0495,4.14e-05,0.0,0.103,0.32,128.014,indie,4,197661
11,0.658,0.228,10,-21.97,1,0.0386,0.942,0.912,0.0942,0.302,98.285,indie,1,213719
40,0.629,0.458,2,-8.177,1,0.0422,0.00269,0.903,0.0969,0.467,79.362,indie,4,220377
71,0.323,0.982,9,-1.742,0,0.113,0.706,5.93e-05,0.853,0.365,95.517,indie,4,110093
52,0.728,0.572,2,-10.043,1,0.0348,0.242,4.1e-05,0.102,0.744,110.346,indie,4,206995
21,0.483,0.782,7,-7.069,1,0.0402,0.415,0.786,0.0731,0.864,92.195,indie,4,599693
61,0.699,0.573,5,-9.042,1,0.0431,0.543,0.145,0.196,0.565,81.024,indie,4,222936
33,0.434,0.599,10,-11.966,0,0.0734,0.00189,0.891,0.0929,0.436,109.188,indie,5,436630
60,0.632,0.893,7,-6.04,1,0.0455,0.0143,5.24e-06,0.0741,0.773,149.97,indie,4,253800
66,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,indie,4,215267
66,0.515,0.804,6,-5.345,0,0.0398,0.00322,0.00229,0.149,0.298,123.969,indie,4,287080
27,0.726,0.872,5,-7.641,0,0.0631,0.000243,0.162,0.144,0.578,123.999,indie,4,110313
53,0.682,0.278,0,-13.459,1,0.0972,0.665,0.00091,0.114,0.373,80.011,indie,4,183387
37,0.535,0.604,7,-14.528,1,0.0472,0.0746,0.0,0.162,0.297,88.893,indie,4,357408
32,0.615,0.812,6,-8.568,0,0.225,0.0137,0.019,0.105,0.767,59.516,indie,4,230165
42,0.782,0.444,5,-7.081,1,0.0489,0.00904,0.0101,0.0887,0.882,104.975,indie,4,202000
26,0.446,0.373,0,-9.192,1,0.0312,0.0949,2.13e-06,0.116,0.201,144.073,indie,4,151257
50,0.35,0.51,0,-12.275,1,0.0367,0.0471,0.000596,0.0835,0.275,184.431,indie,4,238627
69,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,indie,4,330773
61,0.514,0.632,4,-7.544,1,0.145,0.453,0.0118,0.106,0.531,85.018,indie,4,204127
60,0.596,0.576,10,-7.955,1,0.0388,0.376,0.0904,0.107,0.485,160.176,indie,4,216933
34,0.491,0.696,9,-10.114,1,0.0301,0.707,0.0,0.211,0.893,144.765,indie,4,165360
29,0.924,0.247,10,-9.562,1,0.0711,0.0491,0.427,0.0894,0.341,119.979,indie,4,147000
43,0.668,0.811,1,-10.875,1,0.0522,0.000137,0.837,0.63,0.147,124.007,indie,4,325533
25,0.326,0.897,1,-6.622,0,0.0793,0.0093,0.288,0.115,0.401,164.741,indie,4,191493
46,0.6,0.826,1,-5.367,1,0.065,0.0132,0.000132,0.0896,0.445,106.985,indie,4,236487
32,0.695,0.612,6,-7.587,1,0.0264,0.136,0.492,0.108,0.801,104.963,indie,4,227867
31,0.136,0.945,11,-7.602,0,0.13,0.000312,0.0883,0.203,0.485,188.429,indie,4,150629
63,0.459,0.698,2,-8.079,0,0.051,0.0294,0.777,0.139,0.165,147.954,indie,4,314719
26,0.522,0.747,2,-9.554,1,0.033,2.21e-05,0.868,0.139,0.313,124.995,indie,4,257088
44,0.237,0.88,0,-3.945,1,0.0505,8.54e-06,0.842,0.085,0.309,130.128,indie,4,210067
58,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09e-05,0.0991,0.633,127.498,indie,4,284280
36,0.239,0.761,4,-9.539,0,0.0626,0.395,0.881,0.113,0.119,118.857,indie,4,192000
28,0.392,0.668,11,-6.92,1,0.0314,0.0214,0.714,0.102,0.253,102.004,indie,4,305940
38,0.64,0.845,9,-5.16,0,0.0428,0.555,0.000185,0.105,0.32,112.136,indie,4,218813
49,0.71,0.486,4,-11.482,1,0.266,0.282,0.0587,0.15,0.422,124.009,indie,4,600250
43,0.445,0.575,4,-8.495,1,0.0276,0.374,0.000816,0.813,0.516,82.614,indie,4,301154
45,0.597,0.762,9,-8.199,0,0.0321,0.189,0.537,0.0821,0.566,121.993,indie,4,185813
35,0.444,0.561,7,-8.383,1,0.0323,0.00294,0.0937,0.226,0.0431,98.992,indie,4,378827
20,0.264,0.744,6,-6.954,1,0.083,0.156,0.626,0.0841,0.121,125.554,indie,4,273024
43,0.689,0.833,7,-4.175,1,0.0502,0.104,0.00267,0.0861,0.91,116.014,indie,4,222227
50,0.404,0.36,8,-8.44,1,0.226,0.644,0.0498,0.085,0.308,161.028,indie,4,269480
44,0.616,0.219,7,-11.807,1,0.087,0.987,0.000839,0.125,0.47,147.924,indie,4,133091
51,0.682,0.561,2,-10.142,1,0.0598,0.423,0.000166,0.0807,0.832,95.982,indie,1,218320
41,0.551,0.858,0,-4.882,0,0.0981,0.0621,0.000102,0.354,0.422,128.05,indie,4,194013
27,0.566,0.873,0,-5.926,0,0.178,0.000371,0.932,0.079,0.527,121.946,indie,4,263800
35,0.566,0.574,8,-10.725,0,0.0357,0.241,0.381,0.163,0.716,125.517,indie,4,223762
36,0.853,0.702,0,-7.645,1,0.032,0.0913,0.00835,0.0745,0.699,125.024,indie,4,209381
57,0.546,0.867,11,-4.235,0,0.0354,0.0256,0.000229,0.221,0.189,127.988,indie,4,322040
32,0.237,0.7,11,-11.703,1,0.0547,0.00646,0.814,0.122,0.125,136.016,indie,4,303987
55,0.463,0.908,10,-4.373,0,0.0756,0.00893,2.82e-06,0.366,0.459,99.993,indie,4,204745
34,0.472,0.624,0,-6.626,1,0.0264,0.000124,0.0521,0.129,0.504,93.297,indie,4,191627
38,0.588,0.773,6,-5.529,0,0.036,0.136,0.0592,0.115,0.943,133.986,indie,4,222412
22,0.436,0.449,6,-8.255,1,0.0355,0.363,2.93e-05,0.249,0.0787,90.104,indie,4,174933
23,0.279,0.4,7,-8.353,0,0.0426,0.673,0.00371,0.103,0.109,167.56,indie,4,246223
39,0.554,0.695,7,-6.403,1,0.0281,0.00776,0.00221,0.339,0.427,122.063,indie,4,163424
44,0.633,0.939,7,-5.158,1,0.0642,0.000642,0.0024,0.0804,0.838,119.669,indie,4,262400
24,0.617,0.501,2,-9.235,1,0.0341,0.051,0.759,0.0841,0.927,118.872,indie,4,93470
43,0.789,0.745,8,-9.841,1,0.418,0.565,6.08e-05,0.0883,0.578,111.045,indie,4,241834
55,0.577,0.72,5,-8.08,1,0.0421,0.0496,0.00423,0.0977,0.465,150.085,indie,4,199480
19,0.395,0.774,2,-7.731,0,0.0433,0.346,0.841,0.0898,0.762,91.578,indie,4,1284507
63,0.783,0.461,9,-4.658,1,0.0363,0.0223,3.74e-05,0.0928,0.683,112.98,indie,4,158307
33,0.438,0.703,7,-7.069,1,0.0265,0.493,0.000979,0.0866,0.645,175.881,indie,4,176751
42,0.173,0.811,6,-11.903,1,0.0809,0.000111,0.153,0.403,0.205,120.177,indie,4,195613
54,0.699,0.464,5,-8.933,0,0.0744,0.39,0.171,0.315,0.283,110.986,indie,4,287871
11,0.568,0.45,9,-8.355,1,0.338,0.764,3.62e-05,0.181,0.754,88.91,indie,3,66560
30,0.306,0.0632,4,-25.363,0,0.0363,0.917,0.895,0.105,0.0308,101.071,indie,1,173457
44,0.331,0.874,7,-7.521,0,0.06,0.317,0.000408,0.342,0.414,169.823,indie,4,215581
21,0.482,0.513,5,-8.54,0,0.0315,0.00307,0.928,0.106,0.16,146.218,indie,4,148870
30,0.532,0.582,7,-7.804,1,0.0321,0.188,0.429,0.108,0.366,150.124,indie,4,216059
36,0.399,0.744,7,-8.303,1,0.0455,8.44e-05,0.0335,0.0497,0.125,91.918,indie,4,353956
53,0.678,0.789,2,-10.243,1,0.0277,0.00227,0.575,0.324,0.745,125.941,indie,4,221326
52,0.587,0.968,11,-9.393,1,0.0527,0.000869,0.000606,0.329,0.845,99.231,indie,4,143293
55,0.625,0.358,5,-8.545,0,0.0279,0.309,0.0171,0.11,0.238,84.609,indie,4,222929
36,0.363,0.81,4,-4.019,0,0.0397,0.00805,0.508,0.128,0.555,118.581,indie,4,233320
49,0.559,0.952,7,-4.68,1,0.0544,0.000242,0.192,0.204,0.243,130.047,indie,4,301533
54,0.462,0.722,1,-5.134,1,0.0306,0.0356,4.52e-06,0.127,0.327,173.941,indie,4,191294
35,0.733,0.581,9,-10.864,1,0.067,0.644,0.002,0.106,0.379,87.004,indie,4,207155
26,0.516,0.893,9,-6.37,0,0.134,0.178,0.712,0.0384,0.434,175.93,indie,4,355867
32,0.587,0.697,0,-8.358,0,0.0364,0.0149,4.11e-06,0.175,0.658,143.969,indie,4,257000
42,0.771,0.686,3,-5.699,1,0.0475,0.0725,0.0,0.446,0.775,126.815,indie,4,208813
33,0.695,0.664,10,-15.11,0,0.0304,0.549,0.86,0.899,0.863,127.284,indie,4,163625
39,0.172,0.871,0,-6.698,1,0.0586,1.63e-05,0.000243,0.353,0.471,147.337,indie,4,262309
57,0.516,0.243,2,-11.832,1,0.0319,0.872,0.00598,0.0999,0.204,97.526,indie,4,235773
38,0.483,0.931,0,-5.787,1,0.0319,0.00181,0.0427,0.236,0.887,91.575,indie,4,397813
19,0.587,0.589,6,-6.147,0,0.0591,0.0994,1.35e-05,0.0998,0.571,175.004,indie,4,249068
55,0.677,0.743,6,-5.876,1,0.0611,0.0135,0.00222,0.0581,0.469,127.971,indie,4,248200
51,0.749,0.714,4,-5.055,1,0.199,0.102,0.00794,0.173,0.782,96.515,indie,4,189827
26,0.757,0.827,1,-7.095,1,0.402,0.0252,4.51e-05,0.104,0.648,118.075,indie,4,250694
34,0.555,0.587,0,-5.797,1,0.0249,0.37,0.253,0.0895,0.873,156.951,indie,4,242347
31,0.426,0.92,6,-5.503,1,0.0447,0.000114,0.00412,0.335,0.688,127.532,indie,4,227120
40,0.283,0.659,5,-11.879,0,0.0329,0.0959,0.834,0.119,0.515,103.059,indie,4,264093
56,0.627,0.94,11,-5.563,0,0.29,0.148,0.00333,0.623,0.592,158.012,indie,4,218680
64,0.5,0.732,5,-3.578,0,0.0418,0.000397,0.0554,0.0759,0.637,169.9,indie,4,216218
56,0.402,0.835,9,-6.367,1,0.043,0.0558,0.18,0.103,0.69,157.066,indie,4,275933
53,0.703,0.639,0,-7.341,1,0.0316,0.00976,0.468,0.165,0.622,138.048,indie,4,220597
47,0.694,0.57,1,-10.206,1,0.0266,0.00825,0.882,0.277,0.899,128.004,indie,4,226725
32,0.899,0.726,10,-9.273,1,0.172,0.000726,0.02,0.109,0.708,115.009,indie,4,219136
61,0.513,0.953,2,-2.626,0,0.0539,0.0146,3.03e-05,0.112,0.466,104.021,indie,4,261937
57,0.614,0.663,8,-9.965,1,0.0352,0.29,0.00682,0.0986,0.823,97.083,indie,4,241867
36,0.603,0.724,7,-6.843,1,0.0265,0.00135,1.02e-05,0.184,0.387,129.984,indie,4,243868
54,0.584,0.81,11,-3.092,1,0.0406,0.0188,0.0,0.313,0.57,119.859,indie,4,142444
0,0.534,0.712,4,-5.162,1,0.0364,0.122,0.000503,0.373,0.518,110.95,indie,4,263754
50,0.149,0.299,11,-11.163,1,0.0351,0.92,0.00197,0.202,0.273,83.734,indie,5,181213
54,0.718,0.739,8,-5.554,0,0.0438,0.351,0.000124,0.0745,0.616,106.003,indie,4,243533
45,0.364,0.904,9,-4.168,1,0.0451,0.00341,1.9e-05,0.153,0.73,139.887,indie,4,199693
55,0.163,0.191,10,-20.924,1,0.0365,0.937,0.959,0.0961,0.0335,105.104,indie,3,220630
53,0.798,0.559,5,-10.868,1,0.0592,0.286,0.0,0.349,0.604,102.018,indie,4,236507
44,0.487,0.914,2,-4.866,1,0.0461,0.000873,1.37e-06,0.28,0.704,157.919,indie,4,161733
20,0.727,0.801,10,-6.562,1,0.0307,0.251,0.817,0.0838,0.928,121.032,indie,4,167603
66,0.495,0.931,2,-5.336,0,0.0469,0.0025,0.0819,0.246,0.617,104.05,indie,4,244293
54,0.447,0.544,0,-6.509,1,0.378,0.466,0.133,0.547,0.625,139.925,indie,4,125643
58,0.462,0.84,2,-6.667,1,0.0346,5.05e-05,6.47e-05,0.0893,0.805,75.542,indie,4,246440
58,0.55,0.796,6,-5.39,1,0.0495,4.14e-05,0.0,0.103,0.32,128.014,indie,4,197661
65,0.498,0.721,10,-5.232,1,0.0282,0.136,0.699,0.0933,0.589,140.022,indie,4,226440
62,0.546,0.878,7,-5.137,1,0.0525,0.0133,0.0,0.135,0.35,119.945,indie,4,255400
53,0.547,0.647,11,-8.53,0,0.0728,0.00431,0.66,0.1,0.404,166.214,indie,4,220217
37,0.5,0.794,3,-7.579,1,0.029,0.00478,0.00582,0.0926,0.257,90.007,indie,4,263801
50,0.551,0.919,0,-5.771,1,0.046,0.0116,0.00325,0.153,0.68,121.541,indie,4,245000
37,0.715,0.645,7,-6.84,0,0.0497,0.399,0.0103,0.115,0.316,117.023,indie,4,228813
50,0.798,0.519,5,-7.38,0,0.0622,0.375,0.000652,0.131,0.521,116.046,indie,4,136500
40,0.238,0.225,0,-12.986,1,0.0322,0.807,0.787,0.122,0.0366,63.633,indie,4,322840
44,0.493,0.839,9,-5.75,1,0.0431,0.000115,0.0857,0.199,0.36,122.996,indie,4,279817
37,0.27,0.217,8,-8.433,0,0.0353,0.731,0.0,0.0902,0.13,203.815,indie,4,205470
54,0.426,0.954,9,-6.121,1,0.0474,0.00144,0.0,0.149,0.721,135.302,indie,4,218666
20,0.757,0.303,2,-14.912,1,0.0502,0.0543,0.000133,0.48,0.305,116.047,indie,4,222000
34,0.734,0.694,10,-8.141,0,0.145,0.000702,0.192,0.387,0.652,109.837,indie,4,243168
30,0.596,0.658,7,-7.44,1,0.0337,0.258,0.000624,0.0975,0.956,88.842,indie,4,269621
41,0.428,0.516,9,-8.296,0,0.0391,0.695,0.185,0.108,0.42,175.692,indie,4,122925
31,0.533,0.768,0,-5.217,1,0.0589,0.00165,0.000623,0.29,0.653,121.75,indie,4,142320
39,0.392,0.885,2,-7.725,1,0.0894,0.00156,0.798,0.11,0.589,169.892,indie,3,248744
59,0.47,0.954,11,-3.631,0,0.134,0.000159,0.0043,0.405,0.412,170.1,indie,4,220173
60,0.617,0.948,11,-4.236,0,0.0621,0.00226,0.00221,0.0755,0.863,139.996,indie,4,183002
33,0.37,0.599,6,-5.5,1,0.0387,0.0911,2.37e-06,0.237,0.488,176.785,indie,4,165424
55,0.484,0.862,11,-6.39,0,0.0278,0.0061,2.74e-05,0.547,0.565,106.922,indie,3,294800
34,0.778,0.436,2,-11.007,1,0.0297,0.267,0.799,0.128,0.399,123.998,indie,4,417427
17,0.472,0.445,2,-8.208,1,0.039,0.929,0.893,0.093,0.0822,130.45,indie,4,316006
0,0.628,0.303,3,-10.317,1,0.0354,0.299,0.484,0.106,0.413,56.949,indie,4,237522
42,0.105,0.947,5,-1.767,1,0.0806,0.00061,4.61e-05,0.0911,0.339,160.817,indie,4,221507
54,0.718,0.739,8,-5.554,0,0.0438,0.351,0.000124,0.0745,0.616,106.003,indie,4,243533
26,0.451,0.912,2,-4.33,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,indie,4,219141
77,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,indie,4,146250
45,0.617,0.588,11,-8.202,0,0.0263,0.0534,0.0599,0.101,0.587,99.05,indie,4,206378
54,0.705,0.528,11,-5.582,1,0.0416,0.00761,0.00412,0.129,0.272,119.816,indie,4,239744
58,0.458,0.179,11,-19.057,0,0.0888,0.938,0.175,0.119,0.243,77.737,indie,5,150937
30,0.522,0.679,0,-7.88,1,0.0333,0.074,0.575,0.101,0.219,91.014,indie,4,313889
45,0.626,0.686,2,-6.147,1,0.0315,0.023,0.0446,0.1,0.174,144.011,indie,4,357067
42,0.412,0.348,4,-10.229,1,0.029,0.255,0.00145,0.103,0.427,137.469,indie,4,300587
46,0.622,0.516,9,-6.904,0,0.0317,0.017,0.0266,0.175,0.443,114.06,indie,4,154665
40,0.4,0.986,1,-3.248,1,0.145,6.17e-05,1.5e-06,0.105,0.238,108.352,indie,4,164133
67,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,indie,4,183391
41,0.628,0.855,4,-6.967,0,0.234,0.000668,0.0,0.107,0.897,130.061,indie,4,185248
29,0.887,0.878,6,-5.541,0,0.177,0.00861,0.034,0.317,0.545,127.98,indie,4,292500
67,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,indie,4,183391
33,0.43,0.835,2,-5.599,1,0.0415,0.000683,0.297,0.0843,0.327,142.034,indie,4,228588
8,0.585,0.824,10,-7.222,1,0.22,0.619,2.36e-05,0.116,0.78,92.334,indie,4,176875
40,0.962,0.596,2,-4.826,1,0.0388,0.034,0.017,0.0718,0.961,124.005,indie,4,219173
57,0.545,0.488,3,-10.95,1,0.0282,0.75,0.336,0.0779,0.447,118.118,indie,4,302880
62,0.531,0.546,6,-10.936,0,0.372,0.26,0.00949,0.379,0.7,92.06,indie,4,162437
34,0.314,0.614,5,-9.619,0,0.0403,0.633,0.687,0.135,0.324,169.899,indie,4,196892
49,0.396,0.905,5,-4.612,0,0.0604,2.92e-05,0.365,0.318,0.254,140.052,indie,4,207453
36,0.548,0.345,9,-9.82,1,0.0262,0.187,0.65,0.125,0.387,78.007,indie,4,139250
47,0.505,0.928,5,-5.457,0,0.0319,0.000193,0.134,0.205,0.513,138.023,indie,4,170080
40,0.152,0.0625,5,-23.396,1,0.0358,0.619,0.904,0.0802,0.0355,85.971,indie,3,286962
73,0.541,0.591,2,-6.688,1,0.0336,0.289,0.000431,0.124,0.116,111.676,indie,4,306320
39,0.77,0.563,11,-8.999,1,0.0934,0.31,0.849,0.124,0.944,95.286,indie,4,208559
66,0.502,0.758,3,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,indie,4,213693
17,0.617,0.383,7,-10.679,1,0.0417,0.521,0.000443,0.0708,0.174,130.013,indie,4,293553
36,0.531,0.772,9,-4.126,1,0.0446,0.0541,0.00693,0.0827,0.842,175.022,indie,4,180273
26,0.44,0.847,7,-7.002,1,0.0353,0.00019,0.895,0.106,0.248,122.02,indie,4,285246
29,0.533,0.562,6,-6.664,0,0.0247,0.526,0.616,0.182,0.278,103.055,indie,4,196408
35,0.166,0.109,7,-17.1,0,0.0413,0.993,0.824,0.0984,0.177,171.587,indie,3,193450
45,0.689,0.657,2,-10.419,0,0.0449,0.00843,0.459,0.15,0.802,116.872,indie,4,216600
41,0.446,0.906,4,-13.128,1,0.0353,0.00231,0.889,0.151,0.899,154.177,indie,4,190160
52,0.433,0.713,0,-8.288,1,0.0345,0.0157,0.0,0.137,0.447,82.47,indie,4,179476
44,0.792,0.724,3,-5.872,0,0.0442,0.322,0.00146,0.151,0.667,120.005,indie,4,177818
35,0.577,0.474,6,-8.976,1,0.0293,0.518,1.04e-05,0.099,0.582,146.03,indie,4,193107
0,0.74,0.646,6,-5.838,0,0.375,0.0766,1.15e-05,0.386,0.776,127.896,indie,4,120000
52,0.664,0.264,0,-10.028,1,0.0407,0.744,0.0,0.179,0.514,92.067,indie,4,341053
31,0.466,0.86,2,-3.907,1,0.0432,0.000679,0.419,0.103,0.442,92.557,indie,4,242623
31,0.722,0.651,5,-7.668,0,0.0517,0.0112,0.00934,0.336,0.375,116.999,indie,4,238806
35,0.448,0.589,9,-8.276,1,0.0263,0.000617,0.316,0.212,0.0401,100.019,indie,4,203993
53,0.376,0.947,4,-3.778,0,0.0902,0.00757,0.0,0.107,0.859,150.212,indie,4,212333
59,0.544,0.507,1,-4.963,0,0.0314,0.0056,0.000192,0.288,0.151,148.002,indie,4,177261
38,0.552,0.873,5,-5.146,0,0.033,5.99e-05,1.1e-05,0.067,0.508,121.965,indie,4,194867
45,0.535,0.763,1,-10.16,0,0.0788,0.578,0.573,0.103,0.166,148.027,indie,4,229502
49,0.765,0.871,1,-7.523,0,0.0536,0.07,0.0251,0.125,0.505,119.989,indie,4,256467
47,0.75,0.343,9,-11.318,1,0.0268,0.612,0.436,0.0893,0.198,104.0,indie,4,246667
33,0.528,0.901,8,-7.724,1,0.0265,0.00677,0.802,0.128,0.665,154.938,indie,4,209129
30,0.538,0.899,9,-5.426,1,0.105,0.000942,0.00509,0.0385,0.267,159.941,indie,4,154251
35,0.495,0.868,7,-5.122,1,0.0621,0.124,0.815,0.0916,0.668,81.024,indie,4,254024
34,0.415,0.0711,11,-27.629,1,0.0355,0.989,0.871,0.0856,0.11,79.004,indie,4,200863
41,0.772,0.941,6,-7.609,0,0.165,0.076,0.625,0.0793,0.693,125.016,indie,4,236175
24,0.67,0.425,6,-8.648,1,0.0365,0.543,0.00277,0.0861,0.204,129.978,indie,4,178268
64,0.75,0.856,2,-5.802,1,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,indie,4,181029
73,0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,indie,4,159227
38,0.652,0.984,9,-3.642,0,0.197,0.00258,0.719,0.0456,0.838,148.004,indie,4,327520
57,0.167,0.921,6,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,indie,4,262227
32,0.757,0.677,7,-8.886,1,0.125,0.00855,0.00649,0.304,0.564,114.11,indie,4,218947
30,0.573,0.954,9,-5.576,0,0.0322,0.0262,0.114,0.144,0.685,128.011,indie,4,243755
47,0.776,0.656,8,-7.081,0,0.0631,0.229,0.0305,0.164,0.658,119.938,indie,4,190000
33,0.578,0.777,1,-8.262,1,0.03,0.00325,0.0261,0.129,0.306,130.764,indie,4,208200
46,0.723,0.718,8,-7.714,0,0.0487,0.0082,0.00105,0.22,0.675,114.014,indie,4,223160
51,0.607,0.758,9,-6.855,1,0.0306,0.00505,0.435,0.372,0.727,90.031,indie,4,231783
32,0.598,0.295,10,-10.894,1,0.0251,0.448,9.67e-05,0.112,0.3,100.905,indie,4,176268
16,0.593,0.835,0,-9.882,0,0.0781,0.0297,0.844,0.127,0.0616,130.044,indie,4,218233
43,0.644,0.756,7,-8.342,1,0.0273,0.567,0.158,0.151,0.802,120.03,indie,4,264955
56,0.584,0.836,2,-4.487,1,0.0348,0.132,1.1e-06,0.144,0.495,124.131,indie,4,220347
66,0.525,0.578,9,-4.563,1,0.12,0.0132,0.00916,0.108,0.537,123.696,indie,4,215267
20,0.676,0.445,1,-10.058,1,0.0789,0.693,0.00531,0.089,0.566,157.995,indie,4,202852
54,0.686,0.873,1,-5.002,1,0.0916,0.356,0.000226,0.0936,0.711,65.998,indie,4,167320
56,0.764,0.501,0,-10.842,1,0.0378,0.311,0.192,0.111,0.427,106.961,indie,4,174147
64,0.575,0.936,10,-4.913,0,0.0512,0.000128,0.0146,0.0828,0.879,150.234,indie,4,201360
52,0.474,0.0964,7,-15.87,0,0.0406,0.961,0.0,0.134,0.272,97.595,indie,4,265440
38,0.64,0.818,11,-5.76,0,0.0312,0.00612,0.751,0.0989,0.644,115.996,indie,4,211360
21,0.338,0.199,3,-22.094,0,0.037,0.714,0.903,0.1,0.0863,83.871,indie,3,208386
40,0.352,0.927,8,-8.144,1,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,indie,4,183338
67,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,indie,4,183391
40,0.486,0.388,10,-11.372,0,0.0552,0.618,0.00841,0.134,0.328,99.598,indie,4,182412
36,0.695,0.654,4,-10.254,0,0.0523,0.379,0.149,0.177,0.946,86.016,indie,4,212093
32,0.625,0.722,3,-6.073,1,0.0276,0.0162,0.122,0.133,0.797,120.024,indie,4,181248
54,0.719,0.572,11,-7.548,0,0.0309,0.336,0.0,0.133,0.529,118.01,indie,4,216440
31,0.519,0.366,8,-14.319,1,0.0497,0.598,0.0,0.117,0.372,79.789,indie,4,191748
23,0.401,0.822,9,-7.091,1,0.122,0.000147,0.0011,0.0713,0.674,174.966,indie,4,146520
23,0.702,0.687,7,-4.483,1,0.0277,0.225,0.000193,0.136,0.907,122.036,indie,4,183280
76,0.761,0.781,5,-6.778,0,0.141,0.0681,0.108,0.0607,0.473,123.023,indie,4,285375
60,0.33,0.556,7,-11.494,1,0.0796,0.207,4.39e-05,0.315,0.506,173.828,indie,4,222279
32,0.685,0.738,0,-7.293,0,0.0425,0.0483,0.928,0.0714,0.663,112.481,indie,4,164000
50,0.444,0.896,10,-4.633,1,0.0505,0.00037,4.27e-05,0.423,0.328,102.343,indie,4,270573
